,name,Show URL,Show Type,Language,Genres,Status,Runtime,Premiere Date,Official Site,Time,Day,Network,Country,Country Code,Timezone,Summary,Full Img,Med img,Created By,Ratings,Ratings Count,Release_year,Duration,Cast
34,Intruders,https://www.tvmaze.com/shows/37/intruders,Scripted,English,"['Drama', 'Fantasy', 'Thriller']",Ended,60,8/23/2014,http://www.bbc.co.uk/programmes/b04nf78f,22:00,['Saturday'],BBC America,United States,US,America/New_York,"A contemporary, chilling, paranormal tale set in the moody Pacific Northwest, the series spins a fascinating and complex web of drama. As strange, apparently unrelated events start happening, multiple story-lines - a missing wife, an assassin covering his crimes, a child on the run - begin to intertwine to reveal a conspiracy that will forever change our understanding of human nature.",http://static.tvmaze.com/uploads/images/original_untouched/126/316698.jpg,//static.tvmaze.com/uploads/images/medium_portrait/126/316698.jpg,Glen Morgan,6.9,15,NA,NA,NA
35,Z Nation,https://www.tvmaze.com/shows/38/z-nation,Scripted,English,"['Action', 'Horror', 'Science-Fiction']",Ended,60,9/12/2014,http://www.syfy.com/znation,21:00,['Friday'],Syfy,United States,US,America/New_York,"Z Nation starts three years after the zombie virus has gutted the country, a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood. Although the antibodies he carries are the world's last, best hope for a vaccine, he hides a dark secret that threatens them all. With humankind's survival at stake, the ragtag band embarks on a journey of survival across three thousand miles of rusted-out post-apocalyptic America.",http://static.tvmaze.com/uploads/images/original_untouched/170/426759.jpg,//static.tvmaze.com/uploads/images/medium_portrait/170/426759.jpg,Karl SchaeferCraig Engler,7.3,139,2018,5 Seasons,"Nat Zang, Russell Hodgkinson, Michael Welch, Anastasia Baranova, Kellita Smith, DJ Qualls, Keith Allan, Pisay Pao"
36,Resurrection,https://www.tvmaze.com/shows/39/resurrection,Scripted,English,"['Drama', 'Science-Fiction', 'Mystery']",Ended,60,3/9/2014,NA,21:00,['Sunday'],ABC,United States,US,America/New_York,"The people of Arcadia, Missouri are forever changed when their deceased loved ones suddenly start to reappear. An 8-year-old American boy wakes up alone in a rice paddy in a rural Chinese province with no idea how he got there. Details start to emerge when the boy, who calls himself Jacob, recalls that his hometown is Arcadia, and an Immigration agent, J. Martin Bellamy, takes him there. The home he claims as his own is occupied by a 60-year-old couple, Henry and Lucille Langston, who lost their son, Jacob, more than 30 years ago. While they look different, young Jacob recognizes them as his parents. Lucille is overjoyed at the seeming miracle of her son's reappearance. Henry is reluctant to accept that Jacob is back. Those closest to the family want answers, including Sheriff Fred Langston, whose wife Barbara drowned 30 years ago while trying to save Jacob, and Fred's daughter, Maggie, a local doctor. Pastor Tom Hale seeks a spiritual reason for what's happening in his community. When things take an even more shocking turn, Maggie's life-long friend, Elaine Richards, finds herself drawn into Arcadia's growing mystery. Bellamy, an outsider in the town, joins forces with Maggie to figure out why the unexplainable is happening in Arcadia. As their investigation plays out, Maggie learns some unsettling truths about her own past. Will they be able to solve the mystery of Arcadia before the rest of the world catches on to events there? And will they be able to protect Jacob from forces beyond their control?",http://static.tvmaze.com/uploads/images/original_untouched/0/350.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/350.jpg,NA,7.3,37,NA,NA,NA
37,Death Note,https://www.tvmaze.com/shows/40/death-note,Animation,Japanese,"['Drama', 'Anime', 'Thriller', 'Mystery']",Ended,30,10/3/2006,http://www.j-deathnote.com/,13:00,['Tuesday'],NTV,Japan,JP,Asia/Tokyo,Death Note is an anime series based around a manga of the same name whereby a human finds a death god's notebook. Any person's name written in this notebook will die. The main character who finds this noteboook is Light Yagami who faces off against an unfaced character named L who tries to challenge him.,http://static.tvmaze.com/uploads/images/original_untouched/0/361.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/361.jpg,Takeshi ObataTsugumi Ooba,8.7,60,2017,100 min,"Willem Dafoe, Nat Wolff, Lakeith Stanfield, Margaret Qualley, Shea Whigham, Paul Nakauchi, Jason Liles"
38,Last Man Standing,https://www.tvmaze.com/shows/41/last-man-standing,Scripted,English,"['Comedy', 'Family']",Running,30,10/11/2011,https://www.fox.com/last-man-standing/,21:30,['Thursday'],FOX,United States,US,America/New_York,"Last Man Standing follows Mike Baxter, a married father of three girls, who tries to maintain his manliness, despite being surrounded by women.",http://static.tvmaze.com/uploads/images/original_untouched/294/736804.jpg,//static.tvmaze.com/uploads/images/medium_portrait/294/736804.jpg,Jack Burditt,7.7,128,NA,NA,NA
39,Sleepy Hollow,https://www.tvmaze.com/shows/42/sleepy-hollow,Scripted,English,"['Drama', 'Mystery', 'Supernatural']",Ended,60,9/16/2013,http://www.fox.com/sleepy-hollow,21:00,['Friday'],FOX,United States,US,America/New_York,"Sleepy Hollow is a thrilling mystery-adventure drama series spanning two and a half centuries, in which a resurrected Ichabod Crane pairs up with a present-day police lieutenant to save the enigmatic town of Sleepy Hollow--and the world--from unprecedented evil.",http://static.tvmaze.com/uploads/images/original_untouched/81/204166.jpg,//static.tvmaze.com/uploads/images/medium_portrait/81/204166.jpg,Len WisemanRoberto OrciAlex KurtzmanPhillip Iscove,7.5,159,NA,NA,NA
40,Outlander,https://www.tvmaze.com/shows/43/outlander,Scripted,English,"['Adventure', 'Romance', 'Science-Fiction']",Running,60,8/9/2014,http://www.starz.com/originals/outlander,20:00,['Sunday'],Starz,United States,US,America/New_York,"Outlander follows the story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.",http://static.tvmaze.com/uploads/images/original_untouched/234/586470.jpg,//static.tvmaze.com/uploads/images/medium_portrait/234/586470.jpg,NA,8.1,225,2017,3 Seasons,"Caitriona Balfe, Sam Heughan, Tobias Menzies, Gary Lewis, Graham McTavish, Lotte Verbeek, Duncan Lacroix, Laura Donnelly, Bill Paterson, Stephen Walters, Grant O'Rourke, Simon Callow, Richard Rankin, Sophie Skelton, David Berry, Romann Berrux, Ed Speleers, Maria Doyle Kennedy, Tim Downie"
41,Scorpion,https://www.tvmaze.com/shows/44/scorpion,Scripted,English,"['Drama', 'Action', 'Thriller']",Ended,60,9/22/2014,http://www.cbs.com/shows/scorpion/,22:00,['Monday'],CBS,United States,US,America/New_York,"Scorpion, inspired by a true story, is a high-octane drama about eccentric genius Walter O'Brien and his team of brilliant misfits who comprise the last line of defense against complex, high-tech threats of the modern age. As Homeland Security's new think tank, O'Brien's ""Scorpion"" team includes Toby Curtis an expert behaviorist who can read anyone; Happy Quinn, a mechanical prodigy; and Sylvester Dodd, a statistics guru. Pooling their extensive technological knowledge to solve mind-boggling predicaments amazes federal agent Cabe Gallo, who shares a harrowing history with O'Brien. However, while this socially awkward group is comfortable with each other's humor and quirks, life outside their circle confounds them, so they rely on Paige Dineen, who has a young, gifted son, to translate the world for them. At last, these nerdy masterminds have found the perfect job: a place where they can apply their exceptional brainpower to solve the nation's crises, while also helping each other learn how to fit in.",http://static.tvmaze.com/uploads/images/original_untouched/128/322484.jpg,//static.tvmaze.com/uploads/images/medium_portrait/128/322484.jpg,NA,7.4,227,NA,NA,NA
42,NCIS: New Orleans,https://www.tvmaze.com/shows/45/ncis-new-orleans,Scripted,English,"['Drama', 'Crime']",Running,60,9/23/2014,http://www.cbs.com/shows/ncis-new-orleans/,22:00,['Sunday'],CBS,United States,US,America/New_York,"NCIS: New Orleans is a drama about the local field office that investigates criminal cases involving military personnel in The Big Easy, a city known for its music, entertainment and decadence. Leading the team is Special Agent Dwayne Pride, a.k.a. ""King,"" a native of New Orleans who is driven by his need to do what is right. Working with Pride is Special Agent Christopher LaSalle, who plays hard but works harder and former ATF agent Sonja Percy, who is still adjusting to the team after years of solo undercover assignments. Supporting them is coroner Dr. Loretta Wade, who is as eccentric as she is smart; her brilliant, quirky Forensic Scientist, Sebastian Lund; and Investigative Computer Specialist Patton Plame, an animated and talented hacker. New to the team is Special Agent Tammy Gregorio, a tough, acerbic FBI agent with a mysterious past in New Orleans, who is sent from D.C. to investigate the NCIS team, but also work with Pride when high-risk cases threaten the city. This colorful city that harbors a dark side is a magnet for service personnel on leave, and when overindulgence is followed by trouble, Pride's team is at its best",http://static.tvmaze.com/uploads/images/original_untouched/280/701985.jpg,//static.tvmaze.com/uploads/images/medium_portrait/280/701985.jpg,Gary Glasberg,7.7,129,NA,NA,NA
43,Forever,https://www.tvmaze.com/shows/46/forever,Scripted,English,"['Drama', 'Crime', 'Supernatural']",Ended,60,9/22/2014,http://abc.go.com/shows/forever,22:00,['Monday'],ABC,United States,US,America/New_York,"Doctor Henry Morgan, New York City's star medical examiner, has a secret. He doesn't just study the dead to solve criminal cases, he does it to solve the mystery that has eluded him for 200 years - the answer to his own inexplicable immortality. This long life has given Henry remarkable observation skills which impresses his new partner, Detective Jo Martinez. Each week, a new case and their budding friendship will reveal layers of Henry's long and colorful past. Only his best friend and confidant, Abe knows Henry's secret.",http://static.tvmaze.com/uploads/images/original_untouched/0/383.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/383.jpg,Matthew Miller,8.3,147,NA,NA,NA
44,Witches of East End,https://www.tvmaze.com/shows/47/witches-of-east-end,Scripted,English,"['Drama', 'Fantasy', 'Romance']",Ended,60,10/6/2013,NA,21:00,['Sunday'],Lifetime,United States,US,America/New_York,"Based on Melissa de la Cruz's best-selling novel, Witches of East End centers on the mysterious Beauchamp family who live in the secluded seaside town of East End. Free-spirited artist Joanna Beauchamp is the mother of wild-child bartender Freya and shy librarian Ingrid, who are both gifted -- and cursed -- with a magic birthright, of which they are unaware. Freya notices bizarre occurrences in her life when she inexplicably finds herself drawn to the troubled brother of her wealthy fiance. But it isn't until Joanna's estranged sister appears with a warning that could change the family's fate that the matriarch must reveal to her daughters that they are immortal witches with untapped powers, a revelation that turns their small-town life upside down.",http://static.tvmaze.com/uploads/images/original_untouched/0/392.jpg,//static.tvmaze.com/uploads/images/medium_portrait/0/392.jpg,NA,7.6,48,NA,NA,NA
45,Madam Secretary,https://www.tvmaze.com/shows/48/madam-secretary,Scripted,English,['Drama'],Ended,60,9/21/2014,http://www.cbs.com/shows/madam-secretary/,22:00,['Sunday'],CBS,United States,US,America/New_York,"Madam Secretary follows Elizabeth McCord, the shrewd, determined, newly appointed Secretary of State who drives international diplomacy, battles office politics and circumvents protocol as she negotiates global and domestic issues, both at the White House and at home. A college professor and a brilliant former CIA analyst who left for ethical reasons, Elizabeth returns to public life at the request of the President following the suspicious death of her predecessor. The President values her apolitical leanings, her deep knowledge of the Middle East, her flair for languages and her ability to not just think outside the box, but to not even acknowledge there is a box.",http://static.tvmaze.com/uploads/images/original_untouched/214/536175.jpg,//static.tvmaze.com/uploads/images/medium_portrait/214/536175.jpg,Barbara Hall,7.8,147,2019,6 Seasons,"Téa Leoni, Tim Daly, Bebe Neuwirth, Zeljko Ivanek, Erich Bergen, Patina Miller, Geoffrey Arend, Kathrine Herzer, Evan Roe, Wallis Currie-Wood"
46,Brooklyn Nine-Nine,https://www.tvmaze.com/shows/49/brooklyn-nine-nine,Scripted,English,"['Comedy', 'Action', 'Crime']",Running,30,9/17/2013,https://www.nbc.com/brooklyn-nine-nine,20:30,['Thursday'],NBC,United States,US,America/New_York,"Brooklyn Nine-Nine is an ensemble comedy about a talented-but-carefree detective, a by-the-book police captain and their precinct colleagues. While based in the workplace, Brooklyn Nine-Nine is not really about the job – it's about the men and women behind the badge.",http://static.tvmaze.com/uploads/images/original_untouched/235/587547.jpg,//static.tvmaze.com/uploads/images/medium_portrait/235/587547.jpg,Dan GoorMichael Schur,8.2,275,NA,NA,NA
